Date,Product Name,Price (AED),Discount,Stock Status,Available Qty,Product URL
2025-05-18,"Intel Core i7-13700KF 3.4GHz Processor, 13th Gen LGA1700, 16 Cores, 24 Threads, 30M Cache, 128 GB Max Memory, 5.4GHz Max Turbo Freq, 2 Channel DDR5-5600, 3.4GHz P-Core Clock Speed | BX8071513700KF",1259.50,33% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700kf-3-4ghz-processor-13th-gen-lga1700-16-cores-24-threads-30m-cache-128-gb-max-memory-5-4ghz-max-turbo-freq-2-channel-ddr5-5600-3-4ghz-p-core-clock-speed-bx8071513700kf/
2025-05-18,"AMD EPYC 9965 Processor, 192-Cores & 384-Threads, 384 MB Cache, SP5 CPU Socket, Up to 3.7 GHz Max Boost Clock, 500W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000000976",75600.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9965-processor-192-cores-384-threads-384-mb-cache-sp5-cpu-socket-up-to-3-7-ghz-max-boost-clock-500w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000000976/
2025-05-18,"AMD EPYC 9755 Processor, 128-Cores & 256-Threads, 512 MB Cache, SP5 CPU Socket, Up to 4.1 GHz Max Boost Clock, 500W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000001443",56700.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9755-processor-128-cores-256-threads-512-mb-cache-sp5-cpu-socket-up-to-4-1-ghz-max-boost-clock-500w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000001443/
2025-05-18,"AMD EPYC 9555 Processor, 64-Cores & 128-Threads, 256 MB Cache, SP5 CPU Socket, Up to 4.4 GHz Max Boost Clock, 360W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000001142",40320.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9555-processor-64-cores-128-threads-256-mb-cache-sp5-cpu-socket-up-to-4-4-ghz-max-boost-clock-360w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000001142/
2025-05-18,"AMD EPYC 9535 Processor, 64-Cores & 128-Threads, 256 MB Cache, SP5 CPU Socket, Up to 4.3 GHz Max Boost Clock, 300W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000001147",35910.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9535-processor-64-cores-128-threads-256-mb-cache-sp5-cpu-socket-up-to-4-3-ghz-max-boost-clock-300w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000001147/
2025-05-18,"AMD EPYC 9655 Processor, 96-Cores & 192-Threads, 384 MB Cache, SP5 CPU Socket, Up to 4.5 GHz Max Boost Clock, 400W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000000674",48006.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9655-processor-96-cores-192-threads-384-mb-cache-sp5-cpu-socket-up-to-4-5-ghz-max-boost-clock-400w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000000674/
2025-05-18,"AMD EPYC 9575F Processor, 64-Cores & 128-Threads, 256 MB Cache, SP5 CPU Socket, Up to 5 GHz Max Boost Clock, 400W TDP, DDR5 Memory Type, PCIe 5.0 x128 | 100-000001554",45990.00,,In Stock,10,https://uae.microless.com/product/amd-epyc-9575f-processor-64-cores-128-threads-256-mb-cache-sp5-cpu-socket-up-to-5-ghz-max-boost-clock-400w-tdp-ddr5-memory-type-pcie-5-0-x128-100-000001554/
2025-05-18,"Intel Core Ultra 7 265 LGA 1851 Processor, 20 Cores & 20 Threads, 30MB Cache Memory, 5.3 GHz Max Turbo Frequency, Integrated Intel Graphics, Dual-Channel DDR5 Memory, 256 GB Max Memory | BX80768265",1354.50,,In Stock,10,https://uae.microless.com/product/intel-core-ultra-7-265-lga-1851-processor-20-cores-20-threads-30mb-cache-memory-5-3-ghz-max-turbo-frequency-integrated-intel-graphics-dual-channel-ddr5-memory-256-gb-max-memory-bx80768265/
2025-05-18,"Intel Core Ultra 7 265F LGA 1851 Processor, 20 Cores & 20 Threads, 30MB Cache Memory, 5.3 GHz Max Turbo Frequency, Dual-Channel DDR5 Memory, 256 GB Max Memory Size | BX80768265F",1333.50,,In Stock,10,https://uae.microless.com/product/intel-core-ultra-7-265f-lga-1851-processor-20-cores-20-threads-30mb-cache-memory-5-3-ghz-max-turbo-frequency-dual-channel-ddr5-memory-256-gb-max-memory-size-bx80768265f/
2025-05-18,"Intel Core Xeon W9-3595X 2 GHz Processor, 60-Cores & 120-Threads, 112.5 MB Cache, 4.8 GHz Max Turbo Frequency, DDR5 Memory Type, 4 TB Max Memory Size, Tray | PK8071305501100",49350.00,,In Stock,10,https://uae.microless.com/product/intel-core-xeon-w9-3595x-2-ghz-processor-60-cores-120-threads-112-5-mb-cache-4-8-ghz-max-turbo-frequency-ddr5-memory-type-4-tb-max-memory-size-tray-pk8071305501100/
2025-05-18,"Intel Xeon Silver 4314 Processor, 16 Cores & 32 Threads, 24MB Cache Memory, 3.40GHz MaxTurbo Frequency, Up to 6TB Memory Size, 8 Max Memory Channel | FC-LGA16A",3280.00,,In Stock,10,https://uae.microless.com/product/intel-xeon-silver-4314-processor-16-cores-32-threads-24mb-cache-memory-3-40ghz-maxturbo-frequency-up-to-6tb-memory-size-8-max-memory-channel-fc-lga16a/
2025-05-18,"Vortex X Bundle - AMD Ryzen 7 9800X3D AM5 Desktop Processor, 8 Cores & 16 Threads, Up to 5.2 GHz Max Boost Clock + GIGABYTE X870E AORUS MASTER ATX Motherboard",4130.50,10% OFF,In Stock,10,https://uae.microless.com/product/vortex-x-bundle-amd-ryzen-7-9800x3d-am5-desktop-processor-8-cores-16-threads-up-to-5-2-ghz-max-boost-clock-gigabyte-x870e-aorus-master-atx-motherboard/
2025-05-18,"Intel Core Ultra 7 265KF 3.9 GHz LGA 1851 Processor, 20-Cores & 20-Threads, 36 MB Cache, 5.5 GHz Max Turbo Frequency, Dual Channel DDR5 Memory, 192GB Max Memory Size, Tray | AT8076806410",1821.75,,In Stock,10,https://uae.microless.com/product/intel-core-ultra-7-265kf-3-9-ghz-lga-1851-processor-20-cores-20-threads-36-mb-cache-5-5-ghz-max-turbo-frequency-dual-channel-ddr5-memory-192gb-max-memory-size-tray-at8076806410/
2025-05-18,"Intel Core Ultra 5 245KF 4.2 GHz LGA 1851 Processor, 14-Cores & 14-Threads, 26 MB Cache, 5.2 GHz Max Turbo Frequency, Dual Channel DDR5 Memory, 192GB Max Memory Size, Tray | AT8076806414",1344.00,2% OFF,In Stock,10,https://uae.microless.com/product/intel-core-ultra-5-245kf-4-2-ghz-lga-1851-processor-14-cores-14-threads-26-mb-cache-5-2-ghz-max-turbo-frequency-dual-channel-ddr5-memory-192gb-max-memory-size-at8076806414/
2025-05-18,"Intel Core Ultra 5 245K 4.2 GHz LGA 1851 Processor, Intel Graphics, 14-Cores & 14-Threads, 26 MB Cache, 5.2 GHz Max Turbo Frequency, Dual Channel DDR5, 192GB Max Memory Size, Tray | AT807680640F",1443.75,,In Stock,10,https://uae.microless.com/product/intel-core-ultra-5-245k-4-2-ghz-lga-1851-processor-intel-graphics-14-cores-14-threads-26-mb-cache-5-2-ghz-max-turbo-frequency-dual-channel-ddr5-192gb-max-memory-size-tray-at807680640f/
2025-05-18,"Intel Core Ultra 5 245KF 4.2 GHz LGA 1851 Processor, 14-Cores & 14-Threads, 26 MB Cache, 5.2 GHz Max Turbo Frequency, Dual Channel DDR5 Memory, 192GB Max Memory Size | BX80768245KF",1239.00,6% OFF,In Stock,10,https://uae.microless.com/product/intel-core-ultra-5-245kf-4-2-ghz-lga-1851-processor-14-cores-14-threads-26-mb-cache-5-2-ghz-max-turbo-frequency-dual-channel-ddr5-memory-192gb-max-memory-size-bx80768245kf/
2025-05-18,"Intel Core Ultra 5 245K 4.2 GHz LGA 1851 Processor, Intel Graphics, 14-Cores & 14-Threads, 26 MB Cache, 5.2 GHz Max Turbo Frequency, Dual Channel DDR5 Memory, 192GB Max Memory Size | BX80768245K",1312.50,2% OFF,In Stock,10,https://uae.microless.com/product/intel-core-ultra-5-245k-4-2-ghz-lga-1851-processor-intel-graphics-14-cores-14-threads-26-mb-cache-5-2-ghz-max-turbo-frequency-dual-channel-ddr5-memory-192gb-max-memory-size-bx80768245k/
2025-05-18,"AMD Ryzen 7 5800XT AM4 CPU Processor, 8 Cores & 16 Threads, 4.8 GHz Max Boost Clock, 4MB L2 & 32MB L3 Cache, DDR4-3200 Memory, Wraith Prism Cooler, Zen 3, PCIe 4.0 x16 | 100-100001582BOX",840.00,20% OFF,,,https://uae.microless.com/product/amd-ryzen-7-5800xt-am4-cpu-processor-8-cores-16-threads-4-8-ghz-max-boost-clock-4mb-l2-32mb-l3-cache-ddr4-3200-memory-wraith-prism-cooler-zen-3-pcie-4-0-x16-100-100001582box/
2025-05-18,"AMD Ryzen 9 5900XT AM4 CPU Processor, 16 Cores & 32 Threads, 4.8 GHz Max Boost Clock, 8MB L2 & 64MB L3 Cache, DDR4-3200 Memory, Zen 3 Architecture, PCIe 4.0 x16 | 100-100001581WOF",1396.50,8% OFF,In Stock,10,https://uae.microless.com/product/amd-ryzen-9-5900xt-am4-cpu-processor-16-cores-32-threads-4-8-ghz-max-boost-clock-8mb-l2-64mb-l3-cache-ddr4-3200-memory-zen-3-architecture-pcie-4-0-x16-100-100001581wof/
2025-05-18,"AMD Ryzen 5 8500G AM5 CPU Processor, 6 Cores & 12 Threads, Up to 5 GHz Max Boost Clock, 6MB L2 & 16MB L3 Cache, DDR5 Memory, AMD Radeon 740M Graphics, Wraith Stealth Cooler | 100000931BOX",662.43,,,,https://uae.microless.com/product/amd-ryzen-5-8500g-am5-cpu-processor-6-cores-12-threads-up-to-5-ghz-max-boost-clock-6mb-l2-16mb-l3-cache-ddr5-memory-amd-radeon-740m-graphics-wraith-stealth-cooler-100000931box/
2025-05-18,"Intel Xeon Platinum 5th Gen 8580 2 0 GHz Processor, 60 Cores 120 Threads, Socket 4677 Up to 4 0 GHz Max Turbo Speed, 300 MB Cache, 8CH DDR5 - 5600 with 4TB Max Memory PK8072205512000S RN57",48300.00,,In Stock,10,https://uae.microless.com/product/intel-xeon-platinum-5th-gen-8580-2-0-ghz-processor-60-cores-120-threads-up-to-4-0-ghz-max-turbo-speed-300-mb-cache-8ch-ddr5-5600-with-4tb-max-memory/
2025-05-18,"MSI Mega Bundle - MSI MEG Z790 Ace Max WIFI 7 LGA 1700 E-ATX Intel Motherboard, Intel Core i9-14900K 3.2 GHz 24-Core LGA 1700 14th Gen Processor, MSI MEG Coreliquid S360 CPU Liquid Cooler",5527.15,13% OFF,In Stock,10,https://uae.microless.com/product/msi-mega-bundle-msi-meg-z790-ace-max-wifi-7-lga-1700-e-atx-intel-motherboard-intel-core-i9-14900k-3-2-ghz-24-core-lga-1700-14th-gen-processor-msi-meg-coreliquid-s360-cpu-liquid-cooler/
2025-05-18,"Ultimate Bundle MSI MEG Godlike - MSI MEG Z790 Godlike Max LGA 1700 E-ATX Intel Motherboard + Intel Core i9-14900K 3.2 GHz LGA 1700 14th Gen Processor, 24 Cores & 32 Threads",6195.00,13% OFF,In Stock,10,https://uae.microless.com/product/ultimate-bundle-msi-meg-godlike-msi-meg-z790-godlike-max-lga-1700-e-atx-intel-motherboard-intel-core-i9-14900k-3-2-ghz-lga-1700-14th-gen-processor-24-cores-32-threads/
2025-05-18,"AMD Ryzen 7 8700G 4.2 GHz AM5 Desktop Processor, 8 Cores & 16 Threads, 5.1 GHz Max Boost Clock, 8MB L2 & 16MB L3 Cache, AMD Radeon 780M, AMD Ryzen AI, DDR5-5200 / 256 GB Max Memory | 100-100001236BOX",1197.00,7% OFF,In Stock,10,https://uae.microless.com/product/amd-ryzen-7-8700g-4-2-ghz-am5-desktop-processor-8-cores-16-threads-5-1-ghz-max-boost-clock-8mb-l2-16mb-l3-cache-amd-radeon-780m-amd-ryzen-ai-ddr5-5200-256-gb-max-memory-100-100001236box/
2025-05-18,"AMD Ryzen 5 5600GT 3.6 GHz AM4 Processor, 6 Cores & 12 Threads, 4.6 GHz Max Boost Clock, 3MB L2 & 16MB L3 Cache, DDR4-3200 Memory, Integrated Radeon Graphics, Wraith Stealth Cooler | 100-100001488BOX",519.00,,,,https://uae.microless.com/product/amd-ryzen-5-5600gt-3-6-ghz-am4-processor-6-cores-12-threads-4-6-ghz-max-boost-clock-3mb-l2-16mb-l3-cache-ddr4-3200-memory-integrated-radeon-graphics-wraith-stealth-cooler-100-100001488box/
2025-05-18,"AMD Ryzen 5 5500GT 3.6 GHz AM4 Desktop Processor, 6 Cores & 12 Threads, 4.4 GHz Max Boost Clock, 3MB L2 & 16MB L3 Cache, Integrated Radeon Graphics, DDR4-3200 Memory | 100-100001489BOX",493.50,6% OFF,,,https://uae.microless.com/product/amd-ryzen-5-5500gt-3-6-ghz-am4-desktop-processor-6-cores-12-threads-4-4-ghz-max-boost-clock-3mb-l2-16mb-l3-cache-integrated-radeon-graphics-ddr4-3200-memory/
2025-05-18,"AMD Ryzen 7 5700 3.7 GHz AM4 Desktop Processor, 8 Cores & 16 Threads, 4.6 GHz Max Boost Clock 4MB L2 & 16MB L3 Cache, DDR4-3200 Memory, Precision Boost 2 | 100-100000743BOX",630.00,11% OFF,,,https://uae.microless.com/product/amd-ryzen-7-5700-3-7-ghz-am4-desktop-processor-8-cores-16-threads-4-6-ghz-max-boost-clock-4mb-l2-16mb-l3-cache-ddr4-3200-memory-precision-boost-2-100-100000743box/
2025-05-18,"Intel Core i3-14100F 3.5 GHz 4-Core LGA 1700 Desktop Processor, 4 Cores & 8 Threads, 4.7 GHz Max Turbo Frequency, 12MB Cache Memory, Dual-Channel DDR5-4800 Memory / 192 GB Max | BX8071514100FSRMX2",498.10,,,,https://uae.microless.com/product/intel-core-i3-14100f-3-5-ghz-4-core-lga-1700-desktop-processor-4-cores-8-threads-4-7-ghz-max-turbo-frequency-12mb-cache-memory-dual-channel-ddr5-4800-memory-192-gb-max-bx8071514100fsrmx2/
2025-05-18,"Intel Core i5-14400F 2.5 GHz 10-Core LGA 1700 Processor, 10 Cores & 16 Threads, 20MB Cache, 5 GHz Maximum Turbo Boost, Dual-Channel DDR5-4800 Memory / 192GB Max, Hybrid Core Arc | BX8071514400FSRN47",558.00,34% OFF,,,https://uae.microless.com/product/intel-core-i5-14400f-2-5-ghz-10-core-lga-1700-processor-10-cores-16-threads-20mb-cache-5-ghz-maximum-turbo-boost-dual-channel-ddr5-4800-memory-192gb-max-hybrid-core-arc-bx8071514400fsrn47/
2025-05-18,"Intel Core i5-14600KF 3.5 GHz 14-Core LGA 1700 14th Gen Processor, 14 Cores & 20 Threads, 24MB Cache Memory, 5.3GHz Max Turbo Boost, Dual-Channel DDR5-5600 / 192GB Max Memory | I5-14600KF Tray",997.50,9% OFF,,,https://uae.microless.com/product/intel-core-i5-14600kf-3-5-ghz-14-core-lga-1700-14th-gen-processor-14-cores-20-threads-24mb-cache-memory-5-3ghz-max-turbo-boost-dual-channel-ddr5-5600-192gb-max-memory-i5-14600kf-tray/
2025-05-18,"GIGABYTE AERO D DDR5 TRX50 E-ATX Motherbord with AMD Ryzen Threadripper 7980X 64-Core sTR5 Processor Ultimate Power Duo Bundle, sTR5 , 5.1GHz Max Turbo Freq, Wi-Fi 7 / Bluetooth 5.3 | 2.5 & 10 GbE",21858.90,8% OFF,In Stock,10,https://uae.microless.com/product/gigabyte-aero-d-ddr5-trx50-e-atx-motherbord-with-amd-ryzen-threadripper-7980x-64-core-str5-processor-ultimate-power-duo-bundle-str5-5-1ghz-max-turbo-freq-wi-fi-7-bluetooth-5-3-2-5-10-gbe/
2025-05-18,"AMD Ryzen Threadripper PRO 7965WX 4.2 GHz sTR5 Processor, 24 Cores & 48 Threads, 5.3 GHz MaxTurbo Frequency, 128MB L3 Cache, 8-CH DDR5 ECC Memory, Up to 5200MT/s, Zen 4 Arc | 100-100000885WOF",11340.00,,In Stock,10,https://uae.microless.com/product/amd-ryzen-threadripper-pro-7965wx-4-2-ghz-str5-processor-24-cores-48-threads-5-3-ghz-maxturbo-frequency-128mb-l3-cache-8-ch-ddr5-ecc-memory-up-to-5200mt-s-zen-4-arc-100-100000885wof/
2025-05-18,"Intel Pentium Gold G6405 Comet Lake Processor, FCLGA1200 Socket, Dual Cores, 4 Threads, 4MB Cache, 4.10GHz Clock Speed, DDR4 Memory, 128GB Max, Integrated Intel® UHD Graphics 610 | BX80701G6405",370.00,,,,https://uae.microless.com/product/intel-pentium-gold-g6405-comet-lake-processor-fclga1200-socket-dual-cores-4-threads-4mb-cache-4-10ghz-clock-speed-ddr4-memory-128gb-max-integrated-intel-uhd-graphics-610-bx80701g6405/
2025-05-18,"Intel Core i7-13700F Desktop Processor, 13th Gen LGA1700, 16 Cores (8 P-cores + 8 E-cores) 30MB Cache, Up to 5.2 GHz Turbo Clock, DDR4/DDR5 Memory, 128GB Max, Tray | CM8071504820806",1443.75,,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700f-desktop-processor-13th-gen-lga1700-16-cores-8-p-cores-8-e-cores-30mb-cache-up-to-5-2-ghz-turbo-clock-ddr4-ddr5-memory-128gb-max-tray-cm8071504820806/
2025-05-18,"Intel Core i7 13700 Desktop Processor, 13th Gen LGA 1700, 16-Core, 24 Threads, 54MB Cache, Up to 2.1GHz, 128 GB Max Memory, Intel UHD Graphics 770, DDR5 - 5600 Memory | i7-13700 TRAY",1575.00,,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700-desktop-processor-13th-gen-lga-1700-16-core-24-threads-54mb-cache-up-to-2-1ghz-128-gb-max-memory-intel-uhd-graphics-770-ddr5-5600-memory-i7-13700-tray/
2025-05-18,"Intel Core i3-12100F 12th Gen Alder Lake Desktop Processor, LGA 1700 Socket, 4 Cores & 8 Threads, 12MB Cache Memory, 3.3 GHz P-Core Clock Speed, Supports PCIe 4.0 & 5.0, 60W TDP | BX8071512100F",420.00,,,,https://uae.microless.com/product/intel-core-i3-12100f-12th-gen-alder-lake-desktop-processor-lga-1700-socket-4-cores-8-threads-12mb-cache-memory-3-3-ghz-p-core-clock-speed-supports-pcie-4-0-5-0-60w-tdp-bx8071512100f/
2025-05-18,"Intel Core i3-13100F LGA 1700 4 Cores Processor, 4.50 GHz Max Turbo Frequency, 8 Threads, 12 MB Cache Memory, Dual Channel DDR5, Up to 128GB Max Memory Capacity, PCIE 5.0 | i3-13100F-Tray",451.19,,,,https://uae.microless.com/product/intel-core-i3-13100f-4-cores-processor-4-50-ghz-max-turbo-frequency-8-threads-12-mb-cache-memory-dual-channel-ddr5-up-to-128gb-max-memory-capacity-pcie-5-0-i3-13100f-tray/
2025-05-18,"Intel Core i9-13900K 3.0 GHz 13th Gen Processor, Dual CH DDR5-5600 Memory, 36MB L3 Cache, 24 Cores, 32 Threads, Up to 5.8GHz Max Clock Speed, Tray | CM8071505094011SRMBH",2250.00,2% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i9-13900k-3-0-ghz-13th-gen-processor-dual-ch-ddr5-5600-memory-36mb-l3-cache-24-cores-32-threads-up-to-5-8ghz-max-clock-speed-tray-cm8071505094011srmbh/
2025-05-18,"Intel Core i9-13900KS LGA 1700 Processor, 24 Cores & 32 Threads, 36MB Cache, 3.2 GHz P-Core Clock Speed, 6.0 GHz Max Turbo Freq, 2-CH DDR5-ECC Memory, Up to 128GB Max, Intel UHD 770 | BX8071513900KS",2940.00,16% OFF,In Stock,1,https://uae.microless.com/product/intel-core-i9-13900ks-lga-1700-processor-24-cores-32-threads-36mb-cache-3-2-ghz-p-core-clock-speed-6-0-ghz-max-turbo-freq-2-ch-ddr5-ecc-memory-up-to-128gb-max-intel-uhd-770-i9-13900ks/
2025-05-18,"Intel Core i7-13700F Desktop Processor, 13th Gen LGA1700, 16 Cores (8 P-cores + 8 E-cores) 30MB Cache, Up to 5.2 GHz Turbo Clock, DDR4/DDR5 Memory, 128GB Max | BX8071513700FSRMBB",1470.00,,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700f-desktop-processor-13th-gen-lga1700-16-cores-8-p-cores-8-e-cores-30mb-cache-up-to-5-2-ghz-turbo-clock-ddr4-ddr5-memory-128gb-max-bx8071513700fsrmbb/
2025-05-18,"Intel Core i5 13400F Raptor Lake Desktop Processor, 13th Gen LGA 1700, 10-Core, 16 Threads, 44MB Cache, Up to 4.6GHz, 128 GB Max Memory, DDR5 5600 Memory | 13400FTRAY",661.50,21% OFF,,,https://uae.microless.com/product/intel-core-i5-13400f-raptor-lake-desktop-processor-13th-gen-lga-1700-10-core-16-threads-44mb-cache-up-to-4-6ghz-128-gb-max-memory-ddr5-5600-memory-13400ftray/
2025-05-18,"Intel Core Core i5-13400 Raptor Lake Desktop Processor, 13th Gen LGA 1700, 10-Core, 16 Threads, 44MB Cache, Up to 4.6GHz, 128 GB Max Memory, DDR5 5600 Memory | 13400TRAY",813.75,9% OFF,,,https://uae.microless.com/product/intel-core-core-i5-13400f-raptor-lake-desktop-processor-13th-gen-lga-1700-10-core-16-threads-44mb-cache-up-to-4-6ghz-128-gb-max-memory-ddr5-5600-memory-13400tray/
2025-05-18,"AMD Ryzen 5 7600 3.6GHz AM5 Gaming Processor, 6 Cores & 12 Threads, 5.1GHz Boost Clock, 6MB L2 & 32MB L3 Cache, AMD Radeon Graphics, DDR5-5200, Includes Wraith Stealth Cooler | 100-100001015BOX",795.00,11% OFF,,,https://uae.microless.com/product/amd-ryzen-5-7600-3-6ghz-am5-gaming-processor-6-cores-12-threads-5-1ghz-boost-clock-6mb-l2-32mb-l3-cache-amd-radeon-graphics-ddr5-5200-memory/
2025-05-18,"AMD Ryzen 7 7700 3.8 GHz AM5 Gaming Processor, 8 Cores & 16 Threads, , 8MB L2 & 32MB L3 Cache, DDR5-5200 Memory, Integ AMD Radeon Graphics, Includes Wraith Prism Cooler | 100-100000592BOX",1302.00,16% OFF,In Stock,10,https://uae.microless.com/product/amd-ryzen-7-7700-3-8-ghz-am5-gaming-processor-8-cores-16-threads-8mb-l2-32mb-l3-cache-ddr5-5200-memory-integ-amd-radeon-graphics-includes-wraith-prism-cooler-100-100000592box/
2025-05-18,"AMD Ryzen 9 7900 3.7GHz AM5 Gaming Processor, 12 Cores & 24 Threads, 12MB L2 & 64MB L3 Cache, Integ AMD Radeon Graphics, DDR5-5200 Memory, Includes Wraith Prism Cooler | 100-100000590BOX",1417.50,24% OFF,In Stock,10,https://uae.microless.com/product/amd-ryzen-9-7900-3-7ghz-am5-gaming-processor-12-cores-24-threads-12mb-l2-64mb-l3-cache-integ-amd-radeon-graphics-ddr5-5200-memory-includes-wraith-prism-cooler-100-100000590box/
2025-05-18,"Intel Core Core i9-13900F Raptor Lake Desktop Processor, 13th Gen LGA 1700, 24 Cores, 32 Threads, Up to 5.6 GHz, 68MB Cache, 128 GB MAX Memory Support, DDR4 3200 / DDR5 5600 | BX8071513900F",2151.29,13% OFF,In Stock,10,https://uae.microless.com/product/intel-core-core-i9-13900f-raptor-lake-desktop-processor-13th-gen-lga-1700-24-cores-32-threads-up-to-5-6-ghz-68mb-cache-128-gb-max-memory-support-ddr4-3200-ddr5-5600-bx8071513900f/
2025-05-18,"Intel Core i7 13700 Raptor Lake Desktop Processor, 13th Gen LGA 1700, 16-Core, 24 Threads, 54MB Cache, Up to 2.1GHz, 128 GB Max Memory, Intel UHD Graphics 770, DDR5 - 5600 Memory | BX8071513700",1627.50,6% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700-raptor-lake-desktop-processor-13th-gen-lga-1700-16-core-24-threads-54mb-cache-up-to-2-1ghz-128-gb-max-memory-intel-uhd-graphics-770-ddr5-5600-memory-bx8071513700/
2025-05-18,"Intel Core i5-13400 Raptor Lake Desktop Processor, 13th Gen LGA 1700, 10 Cores, 16Threads, 30MB Cache, Up to 4.6GHz, Intel UHD Graphics 730, 128GB Max Memory, DDR5 4800 Memory | BX8071513400",840.00,22% OFF,,,https://uae.microless.com/product/intel-core-i5-13400-raptor-lake-desktop-processor-13th-gen-lga-1700-10-cores-16threads-30mb-cache-up-to-4-6ghz-intel-uhd-graphics-730-128gb-max-memory-ddr5-4800-memory-bx8071513400/
2025-05-18,"Intel Core Core i5 13400F Raptor Lake Desktop Processor, 13th Gen LGA 1700, 10-Core, 16 Threads, 44MB Cache, Up to 4.6GHz, 128 GB Max Memory, DDR5 5600 Memory | BX8071513400F",693.00,29% OFF,,,https://uae.microless.com/product/intel-core-i5-13600kf-3-5-ghz-14-core-raptor-lake-desktop-processor-13th-gen-lga-1700-14-core-20-threads-44mb-cache-128-gb-max-memory-2-channel-ddr5-5600-memory-bx8071513600kf/
2025-05-18,"Intel Core i5-13600K 3.5GHz Processor, 13th Gen LGA 1700, 14 Cores, 20 Thread, 24MB Cache Memory, 5.1GHz Max Turbo Freq, 2 Channel DDR5, 3.5GHz P-Core Clock Speed, 128 GB Max Memory | BX8071513600K",1081.07,29% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i5-13600k-3-5ghz-processor-13th-gen-lga-1700-14-cores-20-thread-24mb-cache-memory-5-1ghz-max-turbo-freq-2-channel-ddr5-3-5ghz-p-core-clock-speed-128-gb-max-memory-bx8071513600k/
2025-05-18,"Intel Core i9-13900K 3GHz 13th Gen LGA 1700 Processor, 24 Cores, 32 Threads, 36MB Cache Memory, Integrated Intel UHD 770 Graphics, 128 GB Max Memory, 5.7 GHz Max Turbo Frequency | BX8071513900K",1994.20,10% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i9-13900k-3ghz-13th-gen-lga-1700-processor-24-cores-32-threads-36mb-cache-memory-integrated-intel-uhd-770-graphics-128-gb-max-memory-5-7-ghz-max-turbo-frequency/
2025-05-18,"Intel Core i9-13900KF 3GHz 24-Core LGA 1700 Processor,13th Gen LGA 1700, 24 Cores, 32 Threads, 36M Cache, 3GHz P-Core Clock Speed, 5.7GHz Max Turbo Freq, 2 Channel DDR5-5600 Memory | BX8071513900KF",1888.49,16% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i9-13900k-3ghz-24-core-lga-1700-processor-13th-gen-lga-1700-24-cores-32-threads-36m-cache-3ghz-p-core-clock-speed-5-7ghz-max-turbo-freq-2-channel-ddr5-5600-memory-bx8071513900kf/
2025-05-18,"Intel Core i5-13600KF 3.5GHz Processor, 13th Gen LGA 1700, 14 Cores, 20 Thread, 24MB Cache Memory, 5.1GHz Max Turbo Freq, 2 Channel DDR5, 3.5GHz P-Core Clock Speed, 128 GB Max Memory | BX8071513600KF",965.13,32% OFF,,,https://uae.microless.com/product/intel-core-i5-13600kf-3-5ghz-processor-13th-gen-lga-1700-14-cores-20-thread-5-1ghz-max-turbo-freq-dual-channel-ddr5-5600-3-5ghz-p-core-clock-speed-128-gb-max-memory-bx8071513600kf/
2025-05-18,"Intel Core i7-13700K 3.4GHz Processor, 16 Cores, 24 Threads, 13th Gen LGA1700, 30M Cache, 128GB Max Memory, 5.4 GHz Max Turbo Freq, 2 Channel DDR5-5600, 3.4GHz P-Core Clock Speed | BX8071513700K",1438.50,16% OFF,In Stock,10,https://uae.microless.com/product/intel-core-i7-13700k-3-4-ghz-processor-16-cores-24-threads-13th-gen-lga1700-30m-cache-128gb-max-memory-5-4-ghz-max-turbo-freq-2-channel-ddr5-5600-3-4ghz-p-core-clock-speed-bx8071513700k/
